"overlap" "intervals" "bins" "num verticies" "numDiffexp" "mapperBHI" "hclustBHI" "kclustBHI" "mapperDiffBHI" "hclustBHIDiff" "kclustBHIDiff"
"1" 10 25 10 29 1000 0.350770532889727 0.363197548337408 0.350091399157362 0.345613121910503 0.32610693239783 0.350091399157362
"2" 10 25 15 64 1000 0.367281606395834 0.362406271567648 0.32873616470525 0.363120217767718 0.343988769888538 0.32873616470525
"3" 10 25 20 79 1000 0.363982901291658 0.352048648202152 0.343096930932212 0.359873464520965 0.342813408954066 0.343096930932212
"4" 10 25 25 94 1000 0.361770040628365 0.347540399397555 0.323442459267041 0.35716902632355 0.333445919318209 0.323442459267041
"5" 10 25 30 223 1000 0.358162010259861 0.331833640086842 0.339645326943279 0.359807697419948 0.333633060950272 0.339645326943279
"6" 10 30 10 57 1000 0.340736953530394 0.360665494379635 0.339681385369336 0.3362125478632 0.345827049853603 0.339681385369336
"7" 10 30 15 69 1000 0.352738523693755 0.353051034633389 0.342070416987225 0.349733453606995 0.348180593830205 0.342070416987225
"8" 10 30 20 81 1000 0.343752826546267 0.348739734590793 0.304416014804423 0.346757263130805 0.341169609326821 0.304416014804423
"9" 10 30 25 86 1000 0.343672731203014 0.349902355570256 0.312298104473144 0.346757263130805 0.334913800482305 0.312298104473144
"10" 10 30 30 296 1000 0.338750023818814 0.330850489184678 0.353493171757007 0.341703513567535 0.346105979877349 0.353493171757007
"11" 10 35 10 38 1000 0.355827096116174 0.368773038015662 0.352247497396732 0.345414651347789 0.329658426588303 0.352247497396732
"12" 10 35 15 79 1000 0.36326530653876 0.352048648202152 0.317344838555489 0.356564570735034 0.342813408954066 0.317344838555489
"13" 10 35 20 138 1000 0.360101762984463 0.340349287008118 0.348617295572785 0.358916914043899 0.332285072588389 0.348617295572785
"14" 10 35 25 150 1000 0.368546173094137 0.336579425311842 0.316054648195515 0.362434700605164 0.333095976237275 0.316054648195515
"15" 10 35 30 270 1000 0.362917244970763 0.334309407921731 0.33478011541372 0.361672446310882 0.349817662205989 0.33478011541372
"16" 10 40 10 42 1000 0.364340044948838 0.367128782635886 0.343059603394753 0.352585997206611 0.346263260315884 0.343059603394753
"17" 10 40 15 112 1000 0.362541479300454 0.345205028504749 0.325591327978326 0.352995156050964 0.340906421405122 0.325591327978326
"18" 10 40 20 136 1000 0.348716186983516 0.340651916114844 0.342898686880928 0.343252408377182 0.332557660607805 0.342898686880928
"19" 10 40 25 139 1000 0.348716186983516 0.340349287008118 0.329505578767527 0.343252408377182 0.332285072588389 0.329505578767527
"20" 10 40 30 218 1000 0.339490616531276 0.329381230071252 0.348450209570017 0.330800301097488 0.332543588832299 0.348450209570017
"21" 10 45 10 65 1000 0.341499348906148 0.36032365456593 0.332392139978691 0.331732896516906 0.343988769888538 0.332392139978691
"22" 10 45 15 89 1000 0.326868718058569 0.348484698729999 0.328278001286939 0.321018610802621 0.331307177521813 0.328278001286939
"23" 10 45 20 114 1000 0.330960181511877 0.347118862380137 0.335377023129829 0.324205204294964 0.340906421405122 0.335377023129829
"24" 10 45 25 211 1000 0.343205160475122 0.329252886511407 0.341306794041601 0.332182047113412 0.330661135502147 0.341306794041601
"25" 10 45 30 303 1000 0.347476681926708 0.328813726396099 0.337217779235596 0.336777415840083 0.342027965692952 0.337217779235596
"26" 10 50 10 73 1000 0.351298080046811 0.352809528491587 0.330836335710629 0.35147648714996 0.347981219146578 0.330836335710629
"27" 10 50 15 95 1000 0.339364821501677 0.346363415336897 0.321951235036547 0.33961391059234 0.333445919318209 0.321951235036547
"28" 10 50 20 158 1000 0.354258632262994 0.335154396887796 0.342677963565788 0.359195362732846 0.332920906209264 0.342677963565788
"29" 10 50 25 304 1000 0.365783164493838 0.330125157990869 0.347987313975622 0.366713067327444 0.344442708911221 0.347987313975622
"30" 10 50 30 292 1000 0.353237533649178 0.330644234240789 0.343516778772197 0.357899635797689 0.346105979877349 0.343516778772197
"31" 12 20 10 23 1000 0.340183231075188 0.347915127242347 0.324275757097861 0.323588573867921 0.33743539052688 0.324275757097861
"32" 12 20 15 49 1000 0.332416231595951 0.360101266809756 0.343378678446759 0.323588573867921 0.346748247698272 0.343378678446759
"33" 12 20 20 51 1000 0.332416231595951 0.357189294672109 0.320005761655918 0.323588573867921 0.341133054124636 0.320005761655918
"34" 12 20 25 279 1000 0.337268957714876 0.333172705861005 0.334007062088525 0.329550466286793 0.347899411374695 0.334007062088525
"35" 12 20 30 357 1000 0.3392637589775 0.333291813099146 0.342359073022252 0.330275781657037 0.351955697427009 0.342359073022252
"36" 12 30 10 59 1000 0.342543713569606 0.36034624868495 0.310494985067107 0.338312181799418 0.348091494356526 0.310494985067107
"37" 12 30 15 71 1000 0.354475792962228 0.35355427384303 0.328392203834022 0.351745602795871 0.349451568151202 0.328392203834022
"38" 12 30 20 83 1000 0.345559586585479 0.348304167488005 0.335652575968313 0.348769412319681 0.33698643268752 0.335652575968313
"39" 12 30 25 88 1000 0.345479491242225 0.349310785394669 0.314082977144098 0.348769412319681 0.334970738978517 0.314082977144098
"40" 12 30 30 302 1000 0.339179195490831 0.328813726396099 0.341209043152928 0.342154496165856 0.342027965692952 0.341209043152928
"41" 12 35 10 38 1000 0.354750220079243 0.368773038015662 0.340466061937136 0.344649978596937 0.329658426588303 0.340466061937136
"42" 12 35 15 80 1000 0.361667744798917 0.350710116570812 0.320106721139239 0.355769311074148 0.341169609326821 0.320106721139239
"43" 12 35 20 138 1000 0.358447041493074 0.340349287008118 0.325473834826593 0.358121654383013 0.332285072588389 0.325473834826593
"44" 12 35 25 110 1000 0.361762691360448 0.345613730664746 0.338271323964616 0.361639440944278 0.340105088017225 0.338271323964616
"45" 12 35 30 276 1000 0.360897069901443 0.333402800078707 0.359806776303573 0.360549846274652 0.348167306845615 0.359806776303573
"46" 12 45 10 65 1000 0.339004737051707 0.36032365456593 0.336583317332734 0.33094813536624 0.343988769888538 0.336583317332734
"47" 12 45 15 91 1000 0.326955892804205 0.349001573572372 0.325576991350433 0.321749001167105 0.331944439181599 0.325576991350433
"48" 12 45 20 117 1000 0.33104992022062 0.34641737233134 0.353689038000709 0.325516455072625 0.340876020158725 0.353689038000709
"49" 12 45 25 216 1000 0.338346300311118 0.328861350185568 0.336676453242445 0.333499491428441 0.332543588832299 0.336676453242445
"50" 12 45 30 309 1000 0.341757240157304 0.330683979367617 0.325447411900175 0.337799875535122 0.344442708911221 0.325447411900175
"51" 12 50 10 74 1000 0.354047883830749 0.354619918016848 0.312224153058924 0.355615089936926 0.350881211736422 0.312224153058924
"52" 12 50 15 110 1000 0.345695760472911 0.345613730664746 0.329084270588571 0.346814482116942 0.340105088017225 0.329084270588571
"53" 12 50 20 161 1000 0.352099246441312 0.335370142614125 0.328115673887117 0.358065328229625 0.332920906209264 0.328115673887117
"54" 12 50 25 314 1000 0.36687345136442 0.331455610695875 0.347123442101295 0.369159689021755 0.342965414276032 0.347123442101295
"55" 12 50 30 301 1000 0.354037983949981 0.328813726396099 0.34481997667327 0.360215584553962 0.342027965692952 0.34481997667327
"56" 14 20 10 24 1000 0.339387991122108 0.346485294193788 0.354106478774872 0.32368518824125 0.313698764845832 0.354106478774872
"57" 14 20 15 50 1000 0.331574212822101 0.359303205110888 0.303308425827387 0.32368518824125 0.343533232182126 0.303308425827387
"58" 14 20 20 52 1000 0.331574212822101 0.360851107629234 0.319751478929484 0.32368518824125 0.341133054124636 0.319751478929484
"59" 14 20 25 290 1000 0.336327683993916 0.331631608133191 0.325204346450476 0.329521055047521 0.348707987798506 0.325204346450476
"60" 14 20 30 371 1000 0.315863657295873 0.329618846506762 0.345192318612142 0.306434745805437 0.351848859820171 0.345192318612142
"61" 14 30 10 33 1000 0.347907845506153 0.370791720923182 0.33049086852054 0.338021225969923 0.323940978391235 0.33049086852054
"62" 14 30 15 69 1000 0.360125250405102 0.353051034633389 0.337340676050223 0.351466770125938 0.348180593830205 0.337340676050223
"63" 14 30 20 89 1000 0.345840032342272 0.348484698729999 0.323424764695202 0.348490579649748 0.331307177521813 0.323424764695202
"64" 14 30 25 90 1000 0.345759936999019 0.348572233744004 0.330926461362076 0.348490579649748 0.331439452654088 0.330926461362076
"65" 14 30 30 312 1000 0.339587505579505 0.331439366893396 0.34913283807412 0.341419382693857 0.343156801835841 0.34913283807412
"66" 14 35 10 56 1000 0.350865183790636 0.360755592220374 0.348452457494318 0.343065461685472 0.34466287758584 0.348452457494318
"67" 14 35 15 84 1000 0.361695688433195 0.348304167488005 0.303399666807925 0.354121413486224 0.33698643268752 0.303399666807925
"68" 14 35 20 102 1000 0.35223460019278 0.344551230761376 0.342265857319112 0.35005214941696 0.337051853612184 0.342265857319112
"69" 14 35 25 115 1000 0.361849984808164 0.346116506732257 0.326971688508747 0.36005214941696 0.338297043230953 0.326971688508747
"70" 14 35 30 236 1000 0.360937655970974 0.335459106460421 0.348472778747504 0.358791021461449 0.351323622654587 0.348472778747504
"71" 14 40 10 42 1000 0.351303858840752 0.367128782635886 0.339178746616606 0.336870966901529 0.346263260315884 0.339178746616606
"72" 14 40 15 99 1000 0.35715874465331 0.348239990361266 0.308076170359773 0.34824429927588 0.337051853612184 0.308076170359773
"73" 14 40 20 126 1000 0.343404910977432 0.337100288196295 0.314033262907129 0.33882630985789 0.328472389918421 0.314033262907129
"74" 14 40 25 162 1000 0.343493942316463 0.336256554667869 0.331759233273497 0.33882630985789 0.334385449002961 0.331759233273497
"75" 14 40 30 237 1000 0.344141652964141 0.335459106460421 0.323738518840244 0.336716872266783 0.351323622654587 0.323738518840244
"76" 14 50 10 75 1000 0.35445878079545 0.353477576588474 0.322997118898147 0.355313080956415 0.347796992949054 0.322997118898147
"77" 14 50 15 111 1000 0.345992157232423 0.346100812366786 0.318678252426674 0.346503844308417 0.341220886813927 0.318678252426674
"78" 14 50 20 164 1000 0.356273905031147 0.339076599384805 0.333701446737896 0.357745554014967 0.338389923370322 0.333701446737896
"79" 14 50 25 319 1000 0.366076123796429 0.330933166016494 0.338943444028504 0.36881992891868 0.345928310652667 0.338943444028504
"80" 14 50 30 305 1000 0.353557125615641 0.330125157990869 0.326394919711751 0.359853173777349 0.344442708911221 0.326394919711751
"81" 16 25 10 28 1000 0.334791488325033 0.359551936507625 0.347059004515589 0.328899433361608 0.314812338110864 0.347059004515589
"82" 16 25 15 68 1000 0.321600192339807 0.355876976275055 0.344302052626131 0.324320678782854 0.348180593830205 0.344302052626131
"83" 16 25 20 61 1000 0.325918642744113 0.35704560161607 0.324373438388614 0.320919318238636 0.342199677755875 0.324373438388614
"84" 16 25 25 93 1000 0.332886312755261 0.347540399397555 0.318968766063187 0.336979459420626 0.333445919318209 0.318968766063187
"85" 16 25 30 233 1000 0.322401577835774 0.333636769238605 0.346132687232208 0.331712758898043 0.348249942410215 0.346132687232208
"86" 16 30 10 33 1000 0.347754036799508 0.370791720923182 0.339809151072329 0.337042306500822 0.323940978391235 0.339809151072329
"87" 16 30 15 72 1000 0.359636007712933 0.35355427384303 0.342344604235832 0.350528638968049 0.349451568151202 0.342344604235832
"88" 16 30 20 91 1000 0.351261202148778 0.349001573572372 0.313788661338318 0.347552448491859 0.331944439181599 0.313788661338318
