"overlap","intervals","bins","num verticies","numDiffexp","mapperBHI","hclustBHI","kclustBHI","mapperDiffBHI","hclustBHIDiff","kclustBHIDiff"
"1",10,20,10,21,40,0.349487519889672,0.353078567493239,0.342592592592593,0.258928571428571,0.364285714285714,0.342592592592593
"2",10,20,15,22,40,0.349942065344218,0.35335493943528,0.307142857142857,0.258928571428571,0.364285714285714,0.307142857142857
"3",10,20,20,22,40,0.349942065344218,0.35335493943528,0.333333333333333,0.258928571428571,0.364285714285714,0.333333333333333
"4",10,20,25,23,40,0.349538024940177,0.353289501973558,0.283333333333333,0.258928571428571,0.364285714285714,0.283333333333333
"5",10,20,30,35,40,0.3517602471624,0.341555002778813,0.321428571428571,0.258928571428571,0.364285714285714,0.321428571428571
"6",10,25,10,25,40,0.367161631866037,0.348978784183086,0.283333333333333,0.278333333333333,0.364285714285714,0.283333333333333
"7",10,25,15,25,40,0.367161631866037,0.348978784183086,0.322916666666667,0.278333333333333,0.364285714285714,0.322916666666667
"8",10,25,20,26,40,0.367277372606778,0.364841456191408,0.316666666666667,0.278333333333333,0.364285714285714,0.316666666666667
"9",10,25,25,46,40,0.367128563082968,0.330188938625496,0.302083333333333,0.278333333333333,0.313888888888889,0.302083333333333
"10",10,25,30,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"11",10,30,10,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"12",10,30,15,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"13",10,30,20,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"14",10,30,25,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"15",10,30,30,56,40,0.365492330836058,0.337978315949781,0.444444444444444,0.278333333333333,0.311111111111111,0.444444444444444
"16",10,35,10,44,40,0.362249592388371,0.33552073967154,0.324074074074074,0.218518518518519,0.330555555555556,0.324074074074074
"17",10,35,15,44,40,0.362249592388371,0.33552073967154,0.3375,0.218518518518519,0.330555555555556,0.3375
"18",10,35,20,45,40,0.359798611996215,0.334540209420998,0.3375,0.218518518518519,0.313888888888889,0.3375
"19",10,35,25,45,40,0.359798611996215,0.334540209420998,0.321428571428571,0.218518518518519,0.313888888888889,0.321428571428571
"20",10,35,30,74,40,0.35706523660216,0.358371223045022,0.395833333333333,0.218518518518519,0.261904761904762,0.395833333333333
"21",10,40,10,44,40,0.358999143218156,0.33552073967154,0.25,0.268518518518518,0.330555555555556,0.25
"22",10,40,15,55,40,0.356590440809453,0.334132512096739,0.369047619047619,0.268518518518518,0.311111111111111,0.369047619047619
"23",10,40,20,45,40,0.358999143218156,0.334540209420998,0.319727891156463,0.268518518518518,0.313888888888889,0.319727891156463
"24",10,40,25,56,40,0.356590440809453,0.337978315949781,0.333333333333333,0.268518518518518,0.311111111111111,0.333333333333333
"25",10,40,30,65,40,0.356548175551143,0.33988216288833,0.314285714285714,0.268518518518518,0.261904761904762,0.314285714285714
"26",10,45,10,50,40,0.369206582128682,0.323437043524907,0.338095238095238,0.3,0.311111111111111,0.338095238095238
"27",10,45,15,56,40,0.368431388330233,0.337978315949781,0.414285714285714,0.3,0.311111111111111,0.414285714285714
"28",10,45,20,56,40,0.368431388330233,0.337978315949781,0.364583333333333,0.3,0.311111111111111,0.364583333333333
"29",10,45,25,89,40,0.370408946795567,0.360547599533141,0.35,0.3,0.25,0.35
"30",10,45,30,122,40,0.366996614671947,0.364032096392864,0.4375,0.3,0.261904761904762,0.4375
"31",10,50,10,59,40,0.361684689737722,0.338917807696568,0.425925925925926,0.316666666666667,0.327777777777778,0.425925925925926
"32",10,50,15,59,40,0.361684689737722,0.338917807696568,0.416666666666667,0.316666666666667,0.327777777777778,0.416666666666667
"33",10,50,20,71,40,0.357719505985304,0.358140636213413,0.380952380952381,0.316666666666667,0.261904761904762,0.380952380952381
"34",10,50,25,79,40,0.357633578149898,0.366691832101875,0.37037037037037,0.316666666666667,0.261904761904762,0.37037037037037
"35",10,50,30,120,40,0.361673642850657,0.365186304796891,0.375,0.316666666666667,0.261904761904762,0.375
"36",12,20,10,21,40,0.354548051234905,0.353078567493239,0.318518518518519,0.258928571428571,0.364285714285714,0.318518518518519
"37",12,20,15,22,40,0.354897701584555,0.35335493943528,0.275,0.258928571428571,0.364285714285714,0.275
"38",12,20,20,24,40,0.354064368251222,0.352434483224344,0.333333333333333,0.258928571428571,0.364285714285714,0.333333333333333
"39",12,20,25,26,40,0.357852247039101,0.364841456191408,0.35,0.258928571428571,0.364285714285714,0.35
"40",12,20,30,38,40,0.360124974311828,0.337145459085914,0.325,0.258928571428571,0.341666666666667,0.325
"41",12,25,10,25,40,0.366175487118573,0.348978784183086,0.388888888888889,0.278333333333333,0.364285714285714,0.388888888888889
"42",12,25,15,25,40,0.366175487118573,0.348978784183086,0.407407407407407,0.278333333333333,0.364285714285714,0.407407407407407
"43",12,25,20,26,40,0.366291227859314,0.364841456191408,0.375,0.278333333333333,0.364285714285714,0.375
"44",12,25,25,46,40,0.366142418335504,0.330188938625496,0.302083333333333,0.278333333333333,0.313888888888889,0.302083333333333
"45",12,25,30,57,40,0.364404014129181,0.337978315949781,0.3125,0.278333333333333,0.311111111111111,0.3125
"46",12,30,10,30,40,0.36648823234071,0.355387271090246,0.3375,0.32,0.364285714285714,0.3375
"47",12,30,15,36,40,0.368882868356035,0.342819083253204,0.420833333333333,0.32,0.364285714285714,0.420833333333333
"48",12,30,20,40,40,0.367904973298697,0.33515144905886,0.379166666666667,0.32,0.341666666666667,0.379166666666667
"49",12,30,25,44,40,0.368915074308798,0.33552073967154,0.321428571428571,0.32,0.330555555555556,0.321428571428571
"50",12,30,30,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"51",12,35,10,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"52",12,35,15,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"53",12,35,20,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"54",12,35,25,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"55",12,35,30,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"56",12,40,10,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"57",12,40,15,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"58",12,40,20,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"59",12,40,25,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"60",12,40,30,51,40,0.367904973298697,0.324638473886263,0.375,0.32,0.311111111111111,0.375
"61",12,45,10,50,40,0.369219949558624,0.323437043524907,0.354166666666667,0.3,0.311111111111111,0.354166666666667
"62",12,45,15,56,40,0.368538718644835,0.337978315949781,0.407407407407407,0.3,0.311111111111111,0.407407407407407
"63",12,45,20,60,40,0.368945043965661,0.338923487224994,0.375,0.3,0.30952380952381,0.375
"64",12,45,25,88,40,0.372802963823615,0.362871806207589,0.375,0.3,0.25,0.375
"65",12,45,30,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"66",12,50,10,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"67",12,50,15,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"68",12,50,20,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"69",12,50,25,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"70",12,50,30,124,40,0.366947112606508,0.36389934643606,0.37037037037037,0.3,0.261904761904762,0.37037037037037
"71",14,20,10,21,40,0.354653620787825,0.353078567493239,0.333333333333333,0.285714285714286,0.364285714285714,0.333333333333333
"72",14,20,15,22,40,0.35492834606255,0.35335493943528,0.311011904761905,0.285714285714286,0.364285714285714,0.311011904761905
"73",14,20,20,24,40,0.354095012729217,0.352434483224344,0.295918367346939,0.285714285714286,0.364285714285714,0.295918367346939
"74",14,20,25,26,40,0.357912029046233,0.364841456191408,0.335,0.285714285714286,0.364285714285714,0.335
"75",14,20,30,38,40,0.356018089652294,0.337145459085914,0.375,0.285714285714286,0.341666666666667,0.375
"76",14,25,10,25,40,0.366597488187825,0.348978784183086,0.37037037037037,0.286666666666667,0.364285714285714,0.37037037037037
"77",14,25,15,25,40,0.366597488187825,0.348978784183086,0.385416666666667,0.286666666666667,0.364285714285714,0.385416666666667
"78",14,25,20,27,40,0.366742309139234,0.349452947700728,0.379166666666667,0.286666666666667,0.364285714285714,0.379166666666667
"79",14,25,25,47,40,0.366593499615425,0.330188938625496,0.361904761904762,0.286666666666667,0.313888888888889,0.361904761904762
"80",14,25,30,57,40,0.364934003739491,0.337978315949781,0.380952380952381,0.286666666666667,0.311111111111111,0.380952380952381
